Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
31,0,Travel_Rarely,1222,Research & Development,11,Life Sciences,Male,48,Research Scientist,4,2356,3,Yes,19,3,80,3,6,0,2
29,1,Travel_Rarely,341,Sales,1,Medical,Female,48,Sales Representative,3,2800,6,Yes,19,3,80,3,3,0,2
53,0,Travel_Rarely,868,Sales,8,Marketing,Male,73,Sales Executive,4,11836,5,No,14,3,80,3,2,2,2
35,0,Travel_Rarely,672,Research & Development,25,Technical Degree,Male,78,Manufacturing Director,2,10903,3,No,16,3,80,3,13,4,8
37,0,Travel_Frequently,1231,Sales,21,Medical,Female,54,Sales Representative,4,2973,5,No,15,3,80,3,5,0,0
53,0,Travel_Rarely,102,Research & Development,23,Life Sciences,Female,72,Research Director,4,14275,6,No,18,3,80,3,12,3,8
43,0,Travel_Frequently,422,Research & Development,1,Life Sciences,Female,33,Healthcare Representative,4,5562,4,No,13,3,80,2,5,2,2
47,0,Travel_Rarely,249,Sales,2,Marketing,Female,35,Sales Executive,4,4537,0,Yes,22,4,80,3,7,7,7
37,0,Non-Travel,1252,Sales,19,Medical,Male,32,Sales Executive,2,7642,1,Yes,13,3,80,3,10,0,9
50,0,Non-Travel,881,Research & Development,2,Life Sciences,Male,98,Manager,1,17924,1,No,11,3,80,3,31,14,7
39,0,Travel_Rarely,1383,Human Resources,2,Life Sciences,Female,42,Human Resources,4,5204,8,No,11,3,80,3,5,0,4
33,0,Travel_Rarely,1075,Human Resources,3,Human Resources,Male,57,Human Resources,2,2277,3,Yes,11,3,80,4,4,0,3
32,1,Travel_Rarely,374,Research & Development,25,Life Sciences,Male,87,Laboratory Technician,4,2795,1,Yes,24,4,80,1,1,0,1
29,0,Travel_Rarely,1086,Research & Development,7,Medical,Female,62,Laboratory Technician,4,2532,6,No,14,3,80,3,4,0,3
44,0,Travel_Rarely,661,Research & Development,9,Life Sciences,Male,61,Research Scientist,1,2559,1,Yes,13,3,80,3,8,7,1
28,0,Travel_Rarely,821,Sales,5,Medical,Male,98,Sales Executive,4,4908,1,No,14,3,80,3,4,0,2
58,1,Travel_Frequently,781,Research & Development,2,Life Sciences,Male,57,Laboratory Technician,4,2380,9,Yes,14,3,80,2,1,0,0
43,0,Travel_Rarely,177,Research & Development,8,Life Sciences,Female,55,Manufacturing Director,2,4765,4,No,21,4,80,4,1,0,0
20,1,Travel_Rarely,500,Sales,2,Medical,Female,49,Sales Representative,3,2044,1,No,13,3,80,2,2,0,2
21,1,Travel_Rarely,1427,Research & Development,18,Other,Female,65,Research Scientist,4,2693,1,No,19,3,80,2,1,0,0
36,0,Travel_Rarely,1425,Research & Development,14,Life Sciences,Male,68,Healthcare Representative,4,6586,0,Yes,17,3,80,2,16,4,11
47,0,Travel_Rarely,1454,Sales,2,Life Sciences,Female,65,Sales Representative,4,3294,1,Yes,18,3,80,2,3,1,2
22,1,Travel_Rarely,617,Research & Development,3,Life Sciences,Female,34,Manufacturing Director,3,4171,0,Yes,19,3,80,4,3,0,2
41,1,Travel_Rarely,1085,Research & Development,2,Life Sciences,Female,57,Laboratory Technician,4,2778,4,Yes,13,3,80,2,7,1,0
28,0,Travel_Rarely,995,Research & Development,9,Medical,Female,77,Research Scientist,3,2377,5,No,18,3,80,3,2,2,2
39,1,Travel_Rarely,1122,Research & Development,6,Medical,Male,70,Laboratory Technician,1,2404,7,Yes,21,4,80,1,2,2,2
27,0,Travel_Rarely,618,Research & Development,4,Life Sciences,Female,76,Research Scientist,3,2318,1,No,19,3,80,3,1,0,0
34,0,Travel_Rarely,546,Research & Development,10,Life Sciences,Male,83,Laboratory Technician,2,2008,1,No,14,3,80,3,1,1,0
42,0,Travel_Rarely,462,Sales,14,Medical,Female,68,Sales Executive,3,6244,7,No,17,3,80,3,5,0,3
33,0,Travel_Rarely,1198,Research & Development,1,Other,Male,100,Research Scientist,1,2799,3,Yes,11,3,80,3,3,0,2
58,0,Travel_Rarely,1272,Research & Development,5,Technical Degree,Female,37,Healthcare Representative,2,10552,2,Yes,13,3,80,3,6,0,4
31,0,Travel_Rarely,154,Sales,7,Life Sciences,Male,41,Sales Representative,3,2329,3,No,15,3,80,4,7,5,2
35,0,Travel_Rarely,1137,Research & Development,21,Life Sciences,Female,51,Healthcare Representative,4,4014,1,Yes,25,4,80,1,10,0,7
49,0,Travel_Rarely,527,Research & Development,8,Other,Female,51,Laboratory Technician,2,7403,4,No,11,3,80,2,26,1,7
48,0,Travel_Rarely,1469,Research & Development,20,Medical,Male,51,Research Scientist,3,2259,4,No,17,3,80,2,0,0,0
31,0,Non-Travel,1188,Sales,20,Marketing,Female,45,Sales Executive,3,6932,1,No,13,3,80,2,9,0,0
36,0,Travel_Rarely,188,Research & Development,7,Other,Male,65,Research Scientist,4,4678,2,No,18,3,80,3,6,0,1
38,0,Travel_Rarely,1333,Research & Development,1,Technical Degree,Female,80,Research Director,1,13582,1,No,13,3,80,3,15,5,11
32,0,Non-Travel,1184,Research & Development,1,Life Sciences,Female,70,Laboratory Technician,2,2332,6,No,20,4,80,3,3,0,2
25,1,Travel_Rarely,867,Sales,19,Marketing,Male,36,Sales Representative,2,2413,1,Yes,18,3,80,3,1,0,0
40,0,Travel_Rarely,658,Sales,10,Marketing,Male,67,Sales Executive,2,9705,2,No,12,3,80,2,1,0,0
26,0,Travel_Frequently,1283,Sales,1,Medical,Male,52,Sales Executive,1,4294,1,No,12,3,80,3,7,0,7
41,0,Travel_Rarely,263,Research & Development,6,Medical,Male,59,Laboratory Technician,1,4721,2,Yes,13,3,80,3,18,2,17
36,0,Travel_Rarely,938,Research & Development,2,Medical,Male,79,Laboratory Technician,3,2519,4,No,21,4,80,3,11,3,9
19,1,Travel_Rarely,419,Sales,21,Other,Male,37,Sales Representative,2,2121,1,Yes,13,3,80,4,1,0,0
20,1,Travel_Rarely,129,Research & Development,4,Technical Degree,Male,84,Laboratory Technician,1,2973,1,No,19,3,80,3,1,0,0
31,0,Travel_Rarely,616,Research & Development,12,Medical,Female,41,Healthcare Representative,4,5855,0,Yes,11,3,80,1,9,8,5
40,0,Travel_Frequently,1469,Research & Development,9,Medical,Male,35,Research Scientist,2,3617,8,Yes,14,3,80,3,1,0,0
32,0,Travel_Rarely,498,Research & Development,3,Medical,Female,93,Manufacturing Director,1,6725,1,No,12,3,80,4,8,6,3
36,1,Travel_Rarely,530,Sales,3,Life Sciences,Male,51,Sales Executive,4,10325,1,Yes,11,3,80,3,16,3,7
33,0,Travel_Rarely,1069,Research & Development,1,Life Sciences,Female,42,Healthcare Representative,4,6949,0,No,14,3,80,3,5,1,4
37,1,Travel_Rarely,625,Sales,1,Life Sciences,Male,46,Sales Executive,3,10609,5,No,11,3,80,1,14,11,7
45,0,Non-Travel,805,Research & Development,4,Life Sciences,Male,57,Laboratory Technician,2,4447,1,No,12,3,80,2,9,0,8
29,0,Travel_Frequently,1404,Sales,20,Technical Degree,Female,84,Sales Representative,4,2157,1,No,15,3,80,3,3,0,2
35,0,Travel_Rarely,1219,Sales,18,Medical,Female,86,Sales Executive,3,4601,1,No,16,3,80,3,5,1,0
52,0,Travel_Rarely,1053,Research & Development,1,Life Sciences,Male,70,Manager,4,17099,2,No,15,3,80,2,9,7,8
58,1,Travel_Rarely,289,Research & Development,2,Technical Degree,Male,51,Research Scientist,3,2479,4,No,24,4,80,3,1,0,0
53,0,Travel_Rarely,1376,Sales,2,Medical,Male,45,Manager,3,14852,6,No,13,3,80,4,17,15,2
30,0,Travel_Rarely,231,Sales,8,Other,Male,62,Sales Executive,3,7264,5,No,11,3,80,4,8,7,7
38,0,Non-Travel,152,Sales,10,Technical Degree,Female,85,Sales Executive,4,5666,1,Yes,13,3,80,3,5,1,3
35,0,Travel_Rarely,882,Sales,3,Life Sciences,Male,92,Sales Executive,4,7823,6,No,13,3,80,3,10,0,8
39,0,Travel_Rarely,903,Sales,2,Life Sciences,Male,41,Sales Executive,3,7880,0,No,18,3,80,3,8,0,7
40,1,Non-Travel,1479,Sales,24,Life Sciences,Female,100,Sales Executive,2,13194,4,Yes,16,3,80,2,1,0,0
47,0,Travel_Frequently,1379,Research & Development,16,Medical,Male,64,Manufacturing Director,3,5067,1,Yes,19,3,80,4,19,2,7
36,0,Non-Travel,1229,Sales,8,Technical Degree,Male,84,Sales Executive,4,5079,4,No,13,3,80,3,7,0,7
31,1,Non-Travel,335,Research & Development,9,Medical,Male,46,Research Scientist,1,2321,0,Yes,22,4,80,3,3,1,2
33,0,Non-Travel,722,Sales,17,Life Sciences,Male,38,Manager,3,17444,1,No,11,3,80,3,10,6,0
29,1,Travel_Rarely,906,Research & Development,10,Life Sciences,Female,92,Research Scientist,1,2404,6,Yes,20,4,80,3,0,0,0
33,0,Travel_Rarely,461,Research & Development,13,Life Sciences,Female,53,Research Scientist,4,3452,3,No,18,3,80,3,3,0,2
45,0,Travel_Rarely,974,Research & Development,1,Medical,Female,91,Laboratory Technician,4,2270,3,No,14,3,80,3,5,0,2
50,0,Travel_Rarely,1126,Research & Development,1,Medical,Male,66,Research Director,4,17399,9,No,22,4,80,2,5,1,3
33,0,Travel_Frequently,827,Research & Development,1,Other,Female,84,Healthcare Representative,2,5488,1,Yes,13,3,80,3,6,1,2
41,0,Travel_Frequently,840,Research & Development,9,Medical,Male,64,Research Director,3,19419,2,No,17,3,80,4,18,0,11
27,0,Travel_Rarely,1134,Research & Development,16,Technical Degree,Female,37,Laboratory Technician,2,2811,9,No,14,3,80,3,2,2,2
45,0,Non-Travel,248,Research & Development,23,Life Sciences,Male,42,Laboratory Technician,1,3633,1,Yes,15,3,80,3,9,0,8
47,0,Travel_Rarely,955,Sales,4,Life Sciences,Female,83,Sales Executive,4,4163,1,Yes,17,3,80,3,9,0,7
30,1,Travel_Rarely,138,Research & Development,22,Life Sciences,Female,48,Research Scientist,3,2132,4,Yes,11,3,80,3,5,0,1
50,0,Travel_Rarely,939,Research & Development,24,Life Sciences,Male,95,Manufacturing Director,3,13973,3,Yes,18,3,80,3,12,1,5
38,0,Travel_Frequently,1391,Research & Development,10,Medical,Male,66,Research Scientist,3,2684,0,No,17,3,80,2,2,0,2
46,0,Travel_Rarely,566,Research & Development,7,Medical,Male,75,Manufacturing Director,3,10845,6,No,13,3,80,3,8,0,7
24,0,Travel_Rarely,1206,Research & Development,17,Medical,Female,41,Manufacturing Director,3,4377,1,No,15,3,80,3,4,3,2
35,1,Travel_Rarely,622,Research & Development,14,Other,Male,39,Laboratory Technician,2,3743,1,Yes,24,4,80,1,4,0,2
31,0,Travel_Frequently,853,Research & Development,1,Life Sciences,Female,96,Manufacturing Director,1,4148,1,No,12,3,80,3,4,0,3
18,0,Non-Travel,287,Research & Development,5,Life Sciences,Male,73,Research Scientist,4,1051,1,No,15,3,80,3,0,0,0
54,0,Travel_Rarely,1441,Research & Development,17,Technical Degree,Female,56,Manufacturing Director,3,10739,8,No,11,3,80,3,10,0,8
35,0,Travel_Rarely,583,Research & Development,25,Medical,Female,57,Healthcare Representative,3,10388,1,Yes,11,3,80,2,16,10,1
30,0,Travel_Rarely,153,Research & Development,8,Life Sciences,Female,73,Research Director,1,11416,0,Yes,12,3,80,2,8,1,7
20,1,Travel_Rarely,1097,Research & Development,11,Medical,Female,98,Research Scientist,1,2600,1,Yes,15,3,80,3,1,0,0
30,1,Travel_Frequently,109,Research & Development,5,Medical,Female,60,Laboratory Technician,2,2422,0,No,17,3,80,3,3,1,2
26,0,Travel_Rarely,1066,Research & Development,2,Medical,Male,32,Manufacturing Director,4,5472,1,No,12,3,80,3,8,1,3
22,0,Travel_Rarely,217,Research & Development,8,Life Sciences,Male,94,Laboratory Technician,1,2451,1,No,15,3,80,2,4,1,1
48,0,Travel_Rarely,277,Research & Development,6,Life Sciences,Male,97,Healthcare Representative,3,4240,2,No,13,3,80,3,2,2,2
48,0,Travel_Rarely,1355,Research & Development,4,Life Sciences,Male,78,Healthcare Representative,3,10999,7,No,14,3,80,3,15,4,8
41,0,Travel_Rarely,549,Research & Development,7,Medical,Female,42,Manufacturing Director,3,5003,6,No,14,3,80,3,2,2,1
39,0,Travel_Rarely,466,Research & Development,1,Life Sciences,Female,65,Manufacturing Director,4,12742,1,No,16,3,80,3,21,11,8
27,0,Travel_Rarely,1055,Research & Development,2,Life Sciences,Female,47,Manufacturing Director,4,4227,0,No,18,3,80,3,3,2,2
35,0,Travel_Rarely,802,Research & Development,10,Other,Male,45,Laboratory Technician,4,3917,1,No,20,4,80,2,3,1,2
42,0,Travel_Rarely,265,Sales,5,Marketing,Male,90,Manager,3,18303,6,No,13,3,80,4,1,0,0
50,0,Travel_Rarely,804,Research & Development,9,Life Sciences,Male,64,Laboratory Technician,4,2380,4,No,18,3,80,3,1,0,0
59,0,Travel_Rarely,715,Research & Development,2,Life Sciences,Female,69,Manufacturing Director,4,13726,3,Yes,13,3,80,3,5,4,3
37,1,Travel_Rarely,1141,Research & Development,11,Medical,Female,61,Healthcare Representative,2,4777,5,No,15,3,80,1,1,0,0
55,0,Travel_Frequently,135,Research & Development,18,Medical,Male,62,Healthcare Representative,2,6385,3,Yes,14,3,80,3,8,6,7
41,0,Non-Travel,247,Research & Development,7,Life Sciences,Female,55,Research Director,3,19973,1,No,22,4,80,3,21,5,10
38,0,Travel_Rarely,1035,Sales,3,Life Sciences,Male,42,Sales Executive,4,6861,8,Yes,12,3,80,3,1,0,0
26,1,Non-Travel,265,Sales,29,Medical,Male,79,Sales Executive,1,4969,8,No,18,3,80,3,2,2,2
52,1,Travel_Rarely,266,Sales,2,Marketing,Female,57,Manager,4,19845,1,No,15,3,80,3,32,6,9
44,0,Travel_Rarely,1448,Sales,28,Medical,Female,53,Sales Executive,4,13320,3,Yes,18,3,80,3,12,11,11
50,0,Non-Travel,145,Sales,1,Life Sciences,Female,95,Sales Executive,3,6347,0,No,12,3,80,3,18,0,13
36,1,Travel_Rarely,885,Research & Development,16,Life Sciences,Female,43,Laboratory Technician,1,2743,1,No,16,3,80,3,17,15,14
39,0,Travel_Frequently,945,Research & Development,22,Medical,Female,82,Manufacturing Director,1,10880,1,Yes,13,3,80,3,21,2,8
33,0,Non-Travel,1038,Sales,8,Life Sciences,Female,88,Sales Representative,4,2342,0,No,19,3,80,2,2,2,2
45,0,Travel_Rarely,1234,Sales,11,Life Sciences,Female,90,Manager,4,17650,3,No,13,3,80,4,9,1,1
32,0,Non-Travel,1109,Research & Development,29,Medical,Female,69,Laboratory Technician,3,4025,9,No,12,3,80,3,8,7,7
34,0,Travel_Rarely,216,Sales,1,Marketing,Male,75,Sales Executive,4,9725,0,No,11,3,80,2,15,0,9
59,0,Travel_Rarely,1089,Sales,1,Technical Degree,Male,66,Manager,4,11904,3,Yes,14,3,80,1,6,0,4
45,0,Travel_Rarely,788,Human Resources,24,Medical,Male,36,Human Resources,2,2177,1,No,16,3,80,3,6,0,4
53,0,Travel_Frequently,124,Sales,2,Marketing,Female,38,Sales Executive,2,7525,2,No,12,3,80,3,15,6,12
36,1,Travel_Rarely,660,Research & Development,15,Other,Male,81,Laboratory Technician,3,4834,7,No,14,3,80,2,1,0,0
26,1,Travel_Frequently,342,Research & Development,2,Life Sciences,Male,57,Research Scientist,1,2042,6,Yes,14,3,80,3,3,1,2
34,0,Travel_Rarely,1333,Sales,10,Life Sciences,Female,87,Sales Representative,3,2220,1,Yes,19,3,80,3,1,0,0
28,0,Travel_Rarely,1144,Sales,10,Medical,Male,74,Sales Representative,2,1052,1,No,22,4,80,3,1,0,0
38,0,Travel_Frequently,1186,Research & Development,3,Other,Male,44,Research Scientist,3,2821,3,No,16,3,80,3,2,2,2
50,0,Travel_Rarely,1464,Research & Development,2,Medical,Male,62,Research Director,3,19237,2,Yes,11,3,80,2,8,7,7
37,0,Travel_Rarely,124,Research & Development,3,Other,Female,35,Healthcare Representative,2,4107,3,No,15,3,80,2,4,0,1
40,0,Travel_Rarely,300,Sales,26,Marketing,Male,74,Sales Executive,1,8396,1,No,14,3,80,2,7,7,5
26,0,Travel_Frequently,921,Research & Development,1,Medical,Female,66,Research Scientist,3,2007,1,No,13,3,80,3,5,1,3
46,0,Travel_Rarely,430,Research & Development,1,Medical,Male,40,Research Director,4,19627,9,No,17,3,80,3,2,2,2
54,0,Travel_Rarely,1082,Sales,2,Life Sciences,Female,41,Sales Executive,3,10686,6,No,11,3,80,3,9,7,0
56,0,Travel_Frequently,1240,Research & Development,9,Medical,Female,63,Research Scientist,3,2942,2,No,19,3,80,3,5,0,3
36,0,Travel_Rarely,796,Research & Development,12,Medical,Female,51,Manufacturing Director,4,8858,0,No,11,3,80,2,14,7,8
55,0,Non-Travel,444,Research & Development,2,Medical,Male,40,Manager,1,16756,7,No,15,3,80,4,9,6,2
43,0,Travel_Rarely,415,Sales,25,Medical,Male,79,Sales Executive,4,10798,5,No,13,3,80,3,1,0,0
20,1,Travel_Frequently,769,Sales,9,Marketing,Female,54,Sales Representative,4,2323,1,Yes,14,3,80,3,2,0,2
21,1,Travel_Rarely,1334,Research & Development,10,Life Sciences,Female,36,Laboratory Technician,1,1416,1,No,13,3,80,2,1,1,0
46,0,Travel_Rarely,1003,Research & Development,8,Life Sciences,Female,74,Research Scientist,1,4615,8,Yes,23,4,80,3,16,1,7
51,1,Travel_Rarely,1323,Research & Development,4,Life Sciences,Male,34,Research Scientist,3,2461,9,Yes,12,3,80,4,10,2,7
28,1,Non-Travel,1366,Research & Development,24,Technical Degree,Male,72,Healthcare Representative,1,8722,1,No,12,3,80,2,10,1,9
26,0,Travel_Rarely,192,Research & Development,1,Medical,Male,59,Laboratory Technician,1,3955,1,No,16,3,80,3,5,1,3
30,0,Travel_Rarely,1176,Research & Development,20,Other,Male,85,Manufacturing Director,1,9957,0,No,15,3,80,2,6,0,2
41,0,Travel_Rarely,509,Research & Development,7,Technical Degree,Female,43,Research Scientist,3,3376,1,No,13,3,80,3,10,0,8
38,0,Travel_Rarely,330,Research & Development,17,Life Sciences,Female,65,Healthcare Representative,3,8823,0,No,18,3,80,2,19,1,9
40,0,Travel_Rarely,1492,Research & Development,20,Technical Degree,Male,61,Healthcare Representative,4,10322,4,No,20,4,80,3,11,11,1
27,0,Non-Travel,1277,Research & Development,8,Life Sciences,Male,87,Laboratory Technician,3,4621,1,No,19,3,80,3,3,1,2
55,0,Travel_Frequently,1091,Research & Development,2,Life Sciences,Male,65,Manufacturing Director,2,10976,3,No,18,3,80,3,3,1,2
28,0,Travel_Rarely,857,Research & Development,10,Other,Female,59,Research Scientist,3,3660,3,No,13,3,80,4,8,1,7
44,1,Travel_Rarely,1376,Human Resources,1,Medical,Male,91,Human Resources,1,10482,9,No,14,3,80,3,20,3,6
33,0,Travel_Rarely,654,Research & Development,5,Life Sciences,Male,34,Healthcare Representative,4,7119,4,No,15,3,80,3,3,1,2
35,1,Travel_Rarely,1204,Sales,4,Technical Degree,Male,86,Sales Executive,1,9582,0,Yes,22,4,80,3,8,4,7
33,1,Travel_Frequently,827,Research & Development,29,Medical,Female,54,Research Scientist,3,4508,1,No,22,4,80,3,13,3,8
28,0,Travel_Rarely,895,Research & Development,15,Life Sciences,Male,50,Laboratory Technician,3,2207,1,No,16,3,80,2,4,2,2
34,0,Travel_Frequently,618,Research & Development,3,Life Sciences,Male,45,Healthcare Representative,4,7756,0,No,17,3,80,2,6,0,4
37,0,Travel_Rarely,309,Sales,10,Life Sciences,Female,88,Sales Executive,4,6694,2,Yes,14,3,80,3,1,0,0
25,1,Travel_Rarely,1219,Research & Development,4,Technical Degree,Male,32,Laboratory Technician,4,3691,1,Yes,15,3,80,4,7,5,6
26,1,Travel_Rarely,1330,Research & Development,21,Medical,Male,37,Laboratory Technician,3,2377,1,No,20,4,80,2,1,0,0
33,1,Travel_Rarely,1017,Research & Development,25,Medical,Male,55,Research Scientist,2,2313,4,Yes,20,4,80,3,2,2,2
42,0,Travel_Rarely,469,Research & Development,2,Medical,Male,35,Manager,1,17665,0,No,17,3,80,3,22,13,7
28,1,Travel_Frequently,1009,Research & Development,1,Medical,Male,45,Laboratory Technician,2,2596,1,No,15,3,80,3,1,0,0
50,1,Travel_Frequently,959,Sales,1,Other,Male,81,Sales Executive,3,4728,3,Yes,14,3,80,3,0,0,0
33,0,Travel_Frequently,970,Sales,7,Life Sciences,Female,30,Sales Executive,2,4302,0,No,17,3,80,3,3,0,2
34,0,Non-Travel,697,Research & Development,3,Life Sciences,Male,40,Research Scientist,4,2979,3,No,17,3,80,3,0,0,0
48,0,Non-Travel,1262,Research & Development,1,Medical,Male,35,Manager,4,16885,2,No,22,4,80,2,5,2,1
45,0,Non-Travel,1050,Sales,9,Life Sciences,Female,65,Sales Executive,3,5593,1,No,13,3,80,3,15,4,12
52,0,Travel_Rarely,994,Research & Development,7,Life Sciences,Male,87,Healthcare Representative,2,10445,7,No,19,3,80,3,8,4,0
38,0,Travel_Rarely,770,Sales,10,Marketing,Male,73,Sales Executive,3,8740,0,Yes,14,3,80,3,8,2,7
29,0,Travel_Rarely,1107,Research & Development,28,Life Sciences,Female,93,Research Scientist,4,2514,4,No,22,4,80,3,7,1,7
28,0,Travel_Rarely,950,Research & Development,3,Medical,Female,93,Manufacturing Director,2,7655,0,No,17,3,80,2,9,1,7
46,0,Travel_Rarely,406,Sales,3,Marketing,Male,52,Manager,3,17465,3,No,12,3,80,3,12,4,9
38,0,Travel_Rarely,130,Sales,2,Marketing,Male,32,Sales Executive,2,7351,7,No,16,3,80,3,1,0,0
43,0,Travel_Frequently,1082,Research & Development,27,Life Sciences,Female,83,Manufacturing Director,1,10820,8,No,11,3,80,3,8,0,1
39,1,Travel_Frequently,203,Research & Development,2,Life Sciences,Male,84,Healthcare Representative,4,12169,7,No,11,3,80,3,18,11,5
40,0,Travel_Rarely,1308,Research & Development,14,Medical,Male,44,Research Director,3,19626,1,No,14,3,80,4,20,4,9
21,0,Travel_Rarely,984,Research & Development,1,Technical Degree,Female,70,Research Scientist,2,2070,1,Yes,11,3,80,4,2,2,2
39,0,Non-Travel,439,Research & Development,9,Life Sciences,Male,70,Laboratory Technician,2,6782,9,No,15,3,80,2,5,0,3
36,0,Non-Travel,217,Research & Development,18,Life Sciences,Male,78,Manufacturing Director,4,7779,2,No,20,4,80,3,11,0,9
31,0,Travel_Frequently,793,Sales,20,Life Sciences,Male,67,Sales Representative,4,2791,0,No,12,3,80,3,2,2,2
28,0,Travel_Rarely,1451,Research & Development,2,Life Sciences,Male,67,Research Scientist,2,3201,0,No,17,3,80,1,5,0,4
35,0,Travel_Frequently,1182,Sales,11,Marketing,Male,54,Sales Executive,4,4968,1,No,11,3,80,3,5,0,2
49,0,Travel_Rarely,174,Sales,8,Technical Degree,Male,56,Sales Executive,2,13120,6,No,17,3,80,3,9,2,3
34,0,Travel_Frequently,1003,Research & Development,2,Life Sciences,Male,95,Manufacturing Director,3,4033,2,No,11,3,80,2,3,0,2
29,0,Travel_Frequently,490,Research & Development,10,Life Sciences,Female,61,Research Scientist,2,3291,0,No,14,3,80,2,7,1,1
42,0,Travel_Rarely,188,Research & Development,29,Medical,Male,56,Laboratory Technician,4,4272,4,No,19,3,80,3,1,0,0
29,0,Travel_Rarely,718,Research & Development,8,Medical,Male,79,Manufacturing Director,4,5056,1,Yes,15,3,80,2,10,1,2
38,0,Travel_Rarely,433,Human Resources,1,Human Resources,Male,37,Human Resources,3,2844,1,No,13,3,80,4,7,5,0
28,0,Travel_Frequently,773,Research & Development,6,Life Sciences,Male,39,Research Scientist,3,2703,1,Yes,14,3,80,3,3,0,2
18,1,Non-Travel,247,Research & Development,8,Medical,Male,80,Laboratory Technician,3,1904,1,No,12,3,80,3,0,0,0
33,1,Travel_Rarely,603,Sales,9,Marketing,Female,77,Sales Executive,1,8224,0,Yes,17,3,80,3,5,0,3
41,0,Travel_Rarely,167,Research & Development,12,Life Sciences,Male,46,Laboratory Technician,4,4766,3,Yes,11,3,80,3,1,0,0
31,1,Travel_Frequently,874,Research & Development,15,Medical,Male,72,Laboratory Technician,3,2610,1,No,12,3,80,2,2,2,2
37,0,Travel_Rarely,367,Research & Development,25,Medical,Female,52,Healthcare Representative,4,5731,7,No,13,3,80,3,6,1,3
27,0,Travel_Rarely,199,Research & Development,6,Life Sciences,Male,55,Research Scientist,3,2539,1,No,13,3,80,3,4,2,2
34,0,Travel_Rarely,1400,Sales,9,Life Sciences,Female,70,Sales Executive,3,5714,1,No,20,4,80,2,6,1,3
35,0,Travel_Rarely,528,Human Resources,8,Technical Degree,Male,100,Human Resources,3,4323,1,No,17,3,80,1,5,1,4
29,1,Travel_Rarely,408,Sales,23,Life Sciences,Female,45,Sales Executive,1,7336,1,No,13,3,80,1,11,3,10
40,0,Travel_Frequently,593,Research & Development,9,Medical,Female,88,Research Director,3,13499,9,No,17,3,80,2,18,2,13
42,1,Travel_Frequently,481,Sales,12,Life Sciences,Male,44,Sales Executive,1,13758,0,Yes,12,3,80,2,21,13,14
42,0,Travel_Rarely,647,Sales,4,Marketing,Male,45,Sales Executive,1,5155,7,No,13,3,80,4,6,1,5
35,0,Travel_Rarely,982,Research & Development,1,Medical,Male,58,Laboratory Technician,3,2258,6,No,12,3,80,3,8,1,7
24,0,Travel_Rarely,477,Research & Development,24,Medical,Male,49,Laboratory Technician,2,3597,8,No,22,4,80,3,4,1,2
28,1,Travel_Rarely,1485,Research & Development,12,Life Sciences,Female,79,Laboratory Technician,4,2515,1,Yes,11,3,80,2,1,0,0
26,0,Travel_Rarely,1384,Research & Development,3,Medical,Male,82,Laboratory Technician,4,4420,1,No,22,4,80,3,8,0,7
30,0,Travel_Rarely,852,Sales,10,Marketing,Male,72,Sales Executive,3,6578,1,No,18,3,80,3,10,1,4
40,0,Travel_Frequently,902,Research & Development,26,Medical,Female,92,Research Scientist,4,4422,3,Yes,13,3,80,1,1,0,0
35,0,Travel_Rarely,819,Research & Development,2,Life Sciences,Male,44,Manufacturing Director,2,10274,2,No,18,3,80,4,7,6,4
34,0,Travel_Frequently,669,Research & Development,1,Medical,Male,97,Healthcare Representative,1,5343,0,No,20,4,80,3,13,4,9
35,0,Travel_Frequently,636,Research & Development,4,Other,Male,47,Laboratory Technician,4,2376,1,No,13,3,80,4,2,2,2
43,1,Travel_Rarely,1372,Sales,9,Marketing,Female,85,Sales Executive,3,5346,8,No,13,3,80,2,4,1,3
32,0,Non-Travel,862,Sales,2,Life Sciences,Female,76,Sales Representative,1,2827,1,No,12,3,80,3,1,0,0
56,0,Travel_Rarely,718,Research & Development,4,Technical Degree,Female,92,Manager,1,19943,4,No,13,3,80,3,5,4,2
29,0,Travel_Rarely,1401,Research & Development,6,Medical,Female,54,Laboratory Technician,4,3131,1,No,13,3,80,3,10,0,8
19,0,Travel_Rarely,645,Research & Development,9,Life Sciences,Male,54,Research Scientist,1,2552,1,No,25,4,80,3,1,0,0
45,0,Travel_Rarely,1457,Research & Development,7,Medical,Female,83,Research Scientist,3,4477,4,Yes,19,3,80,2,3,0,2
37,0,Travel_Rarely,977,Research & Development,1,Life Sciences,Female,56,Manufacturing Director,4,6474,1,No,13,3,80,2,14,3,11
20,0,Travel_Rarely,805,Research & Development,3,Life Sciences,Male,87,Laboratory Technician,3,3033,1,No,12,3,80,2,2,1,2
44,1,Travel_Rarely,1097,Research & Development,10,Life Sciences,Male,96,Research Scientist,3,2936,1,Yes,11,3,80,3,6,0,2
53,0,Travel_Rarely,1223,Research & Development,7,Medical,Female,50,Manager,3,18606,3,No,18,3,80,3,7,4,7
